Название,Ссылка,shit,crap,Рейтинг,Смотрящих,Аудитория,Сезонов,Год,dell
The Trials of Gabriel Fernandez  ,https://myshows.me/view/65619/,['catalogTableSubHeader'],,"['stars', '_4']",173,0.02%,1,2020,
Президент  El Presidente,https://myshows.me/view/67281/,['catalogTableSubHeader'],,"['stars', '_3']",169,0.02%,1,2020,
Нас пятеро  Party of Five,https://myshows.me/view/63558/,['catalogTableSubHeader'],,"['stars', '_3']",166,0.02%,1,2020,
Необузданные  Desenfrenadas,https://myshows.me/view/65240/,['catalogTableSubHeader'],,"['stars', '_4']",162,0.02%,1,2020,
Грант  Grant,https://myshows.me/view/66661/,['catalogTableSubHeader'],,"['stars', '_4']",162,0.02%,1,2020,
"Вместе мы - ух, сила  United We Fall",https://myshows.me/view/67641/,['catalogTableSubHeader'],,"['stars', '_3']",162,0.02%,1,2020,
Далеки!  Daleks!,https://myshows.me/view/70111/,['catalogTableSubHeader'],,"['stars', '_3']",159,0.02%,1,2020,
Любовь инженеров: Механизм любви  En of Love: Love Mechanics,https://myshows.me/view/67546/,['catalogTableSubHeader'],,"['stars', '_4']",158,0.02%,1,2020,
Монстр из Мартфу  A Martfüi Rém — A Sorozat,https://myshows.me/view/68613/,['catalogTableSubHeader'],,"['stars', '_4']",153,0.02%,1,2020,
Счастье зависит от нас  Life Senjou No Bokura,https://myshows.me/view/67427/,['catalogTableSubHeader'],,"['stars', '_4']",148,0.02%,1,2020,
Убийство на Мидл Бич   Murder on Middle Beach,https://myshows.me/view/70232/,['catalogTableSubHeader'],,"['stars', '_4']",145,0.02%,1,2020,
Жажду тебя  Craving You,https://myshows.me/view/69500/,['catalogTableSubHeader'],,"['stars', '_4']",145,0.02%,1,2020,
Фолловеры  Followers,https://myshows.me/view/65355/,['catalogTableSubHeader'],,"['stars', '_4']",143,0.02%,1,2020,
Дела невиновных  The Innocence Files,https://myshows.me/view/66287/,['catalogTableSubHeader'],,"['stars', '_4']",140,0.02%,1,2020,
"Отец по контракту  Legally, Dad",https://myshows.me/view/68937/,['catalogTableSubHeader'],,"['stars', '_3']",140,0.02%,1,2020,
Видимость: из тени на телевидении  Visible: Out on Television,https://myshows.me/view/65068/,['catalogTableSubHeader'],,"['stars', '_4']",131,0.02%,1,2020,
Пустыня ошибок  A Wilderness of Error,https://myshows.me/view/69475/,['catalogTableSubHeader'],,"['stars', '_3']",129,0.02%,1,2020,
Любовь инженеров: Эта история любви  En of Love: This is Love Story,https://myshows.me/view/67547/,['catalogTableSubHeader'],,"['stars', '_4']",125,0.02%,1,2020,
Ленокс-Хилл  Lenox Hill,https://myshows.me/view/66925/,['catalogTableSubHeader'],,"['stars', '_4']",124,0.02%,1,2020,
Социальная дистанция  Social Distance,https://myshows.me/view/69619/,['catalogTableSubHeader'],,"['stars', '_4']",122,0.02%,1,2020,
В ожидании  The Expecting,https://myshows.me/view/69300/,['catalogTableSubHeader'],,"['stars', '_3']",119,0.02%,1,2020,
Инес души моей  Inés del alma mía,https://myshows.me/view/68302/,['catalogTableSubHeader'],,"['stars', '_4']",118,0.02%,1,2020,
Последний агент УБН  The Last Narc,https://myshows.me/view/66768/,['catalogTableSubHeader'],,"['stars', '_4']",114,0.02%,1,2020,
"""Челленджер"": Последний полёт  Challenger: The Final Flight",https://myshows.me/view/69086/,['catalogTableSubHeader'],,"['stars', '_4']",112,0.02%,1,2020,
Ингредиенты  Ingredients,https://myshows.me/view/66658/,['catalogTableSubHeader'],,"['stars', '_4']",106,0.02%,1,2020,
Шифр  Cypher,https://myshows.me/view/70303/,['catalogTableSubHeader'],,"['stars', '_3']",106,0.02%,1,2020,
Эра медведей  ,https://myshows.me/view/70431/,['catalogTableSubHeader'],,"['stars', '_3']",104,0.01%,1,2020,
#СвободуРэйшону  #FreeRayshawn,https://myshows.me/view/66417/,['catalogTableSubHeader'],,"['stars', '_3']",101,0.01%,1,2020,
Сосед по комнате  Roommate,https://myshows.me/view/68252/,['catalogTableSubHeader'],,"['stars', '_3']",93,0.01%,2,2020,
Как испортить всем праздники	  How to Ruin Christmas,https://myshows.me/view/70775/,['catalogTableSubHeader'],,"['stars', '_3']",93,0.01%,1,2020,
В долгах как в шелках  Indebted,https://myshows.me/view/64300/,['catalogTableSubHeader'],,"['stars', '_3']",90,0.01%,1,2020,
Homemade  ,https://myshows.me/view/67825/,['catalogTableSubHeader'],,"['stars', '_3']",79,0.01%,1,2020,
Большая доза скандала  How to Fix a Drug Scandal,https://myshows.me/view/66089/,['catalogTableSubHeader'],,"['stars', '_4']",78,0.01%,1,2020,
Парень из комиксов  Pop Out Boy!,https://myshows.me/view/68090/,['catalogTableSubHeader'],,"['stars', '_3']",76,0.01%,1,2020,
Шоу Бига Шоу  The Big Show Show,https://myshows.me/view/66196/,['catalogTableSubHeader'],,"['stars', '_4']",71,0.01%,1,2020,
Так сильно влюблены  So Much in Love,https://myshows.me/view/66119/,['catalogTableSubHeader'],,"['stars', '_4']",68,0.01%,1,2020,
Клуб комедии  The Comedy Store,https://myshows.me/view/68682/,['catalogTableSubHeader'],,"['stars', '_4']",66,0.01%,1,2020,
Секрет чемпионов  Greatness Code,https://myshows.me/view/67919/,['catalogTableSubHeader'],,"['stars', '_3']",63,0.01%,1,2020,
Кармель: Кто убил Марию Марту?	  Carmel: ¿Quién mató a María Marta?,https://myshows.me/view/70323/,['catalogTableSubHeader'],,"['stars', '_3']",58,0.01%,1,2020,
"Привет, незнакомец  Hello Stranger",https://myshows.me/view/68076/,['catalogTableSubHeader'],,"['stars', '_4']",56,0.01%,1,2020,
Хиллари  Hillary,https://myshows.me/view/65230/,['catalogTableSubHeader'],,"['stars', '_4']",56,0.01%,1,2020,
Мой замечательный сосед  My Wonderful Roommate,https://myshows.me/view/71340/,['catalogTableSubHeader'],,"['stars', '_4']",55,0.01%,2,2020,
Броманс Тьена  Tiến Bromance,https://myshows.me/view/68058/,['catalogTableSubHeader'],,"['stars', '_4']",53,0.01%,2,2020,
Ловушка  Trap,https://myshows.me/view/68795/,['catalogTableSubHeader'],,"['stars', '_4']",50,0.01%,1,2020,
Четвёртый процесс	  Trial 4,https://myshows.me/view/70392/,['catalogTableSubHeader'],,"['stars', '_4']",48,0.01%,1,2020,
Дела карантинные  Quaranthings The Series,https://myshows.me/view/69156/,['catalogTableSubHeader'],,"['stars', '_4']",47,0.01%,1,2020,
С наступлением темноты  After Dark The Series,https://myshows.me/view/69925/,['catalogTableSubHeader'],,"['stars', '_4']",46,0.01%,1,2020,
Все или ничего: сборная Бразилии  All or Nothing: Brazil National Team,https://myshows.me/view/65462/,['catalogTableSubHeader'],,"['stars', '_4']",46,0.01%,1,2020,
Следуй за моим солнцем  Follow My Sunshine,https://myshows.me/view/70987/,['catalogTableSubHeader'],,"['stars', '_4']",45,0.01%,1,2020,
Платформа  The Platform,https://myshows.me/view/69793/,['catalogTableSubHeader'],,"['stars', '_4']",44,0.01%,1,2020,
Милые обманщицы (Индонезия)  Pretty Little Liars,https://myshows.me/view/67061/,['catalogTableSubHeader'],,"['stars', '_3']",44,0.01%,1,2020,
"Чтобы вы поняли... голосование  Whose Vote Counts, Explained",https://myshows.me/view/69607/,['catalogTableSubHeader'],,"['stars', '_4']",42,0.01%,1,2020,
Водные ослы  Agua Donkeys,https://myshows.me/view/66433/,['catalogTableSubHeader'],,"['stars', '_3']",41,0.01%,1,2020,
Лес любви: Ещё глубже  The Forest of Love: Deep Cut,https://myshows.me/view/66739/,['catalogTableSubHeader'],,"['stars', '_3']",39,0.01%,1,2020,
Smiling Friends  ,https://myshows.me/view/66486/,['catalogTableSubHeader'],,"['stars', '_4']",38,0.01%,1,2020,
Вундеркинды  Prodigy,https://myshows.me/view/66322/,['catalogTableSubHeader'],,"['stars', '_2']",37,0.01%,1,2020,
Гостиничный номер 2806: Обвинение	  Room 2806: The Accusation,https://myshows.me/view/70847/,['catalogTableSubHeader'],,"['stars', '_3']",36,0.01%,1,2020,
"Прикоснись ко мне, если сможешь  Touch Me If You Can",https://myshows.me/view/70670/,['catalogTableSubHeader'],,"['stars', '_3']",33,0%,1,2020,
Схема игры  The Playbook,https://myshows.me/view/69517/,['catalogTableSubHeader'],,"['stars', '_4']",33,0%,1,2020,
Win Jaime's Heart  ,https://myshows.me/view/71012/,['catalogTableSubHeader'],,"['stars', '_3']",32,0%,1,2020,
«Евровидение»: домашние концерты  Eurovision Home Concerts,https://myshows.me/view/67030/,['catalogTableSubHeader'],,"['stars', '_4']",30,0%,1,2020,
Брат нации  Nation's Brother,https://myshows.me/view/71588/,['catalogTableSubHeader'],,"['stars', '_4']",30,0%,1,2020,
Вычисляя любовь  Calculating Love,https://myshows.me/view/68791/,['catalogTableSubHeader'],,"['stars', '_4']",30,0%,1,2020,
Подстава  Punk'd,https://myshows.me/view/66346/,['catalogTableSubHeader'],,"['stars', '_1']",30,0%,1,2020,
Свой дом  Your Home,https://myshows.me/view/70963/,['catalogTableSubHeader'],,"['stars', '_4']",29,0%,1,2020,
Поиск  Historia de un crimen: La Búsqueda,https://myshows.me/view/67548/,['catalogTableSubHeader'],,"['stars', '_3']",29,0%,1,2020,
Большой красивый дом  Big Picture House,https://myshows.me/view/66340/,['catalogTableSubHeader'],,"['stars', '_4']",27,0%,1,2020,
"Обычные, но особенные  Ordinary But Special",https://myshows.me/view/67957/,['catalogTableSubHeader'],,"['stars', '_4']",26,0%,1,2020,
Мой броманс 2: 5 лет спустя  My Bromance 2: 5 Years Later,https://myshows.me/view/69995/,['catalogTableSubHeader'],,"['stars', '_4']",25,0%,1,2020,
Подключаемся…  Connecting...,https://myshows.me/view/68945/,['catalogTableSubHeader'],,"['stars', '_2']",25,0%,1,2020,
Дома с Олафом  At Home With Olaf,https://myshows.me/view/67711/,['catalogTableSubHeader'],,"['stars', '_4']",24,0%,1,2020,
The Lost Unabomber Tapes  ,https://myshows.me/view/65727/,['catalogTableSubHeader'],,"['stars', '_4']",23,0%,1,2020,
Вашингтон  Washington,https://myshows.me/view/65200/,['catalogTableSubHeader'],,"['stars', '_3']",23,0%,1,2020,
Сцена любви  Stage of Love The Series,https://myshows.me/view/67606/,['catalogTableSubHeader'],,"['stars', '_4']",23,0%,1,2020,
Agents of Chaos  ,https://myshows.me/view/69139/,['catalogTableSubHeader'],,"['stars', '_4']",21,0%,1,2020,
Дыши: В тени  Breathe: Into the Shadows,https://myshows.me/view/69525/,['catalogTableSubHeader'],,"['stars', '_3']",20,0%,1,2020,
Кирби Дженнер   Kirby Jenner,https://myshows.me/view/67237/,['catalogTableSubHeader'],,"['stars', '_2']",20,0%,1,2020,
Забытая армия  The Forgotten Army - Azaadi Ke Liye,https://myshows.me/view/65273/,['catalogTableSubHeader'],,"['stars', '_3']",20,0%,1,2020,
Последнее путешествие Викингов  Vikingarnas sista resa,https://myshows.me/view/67940/,['catalogTableSubHeader'],,"['stars', '_4']",19,0%,1,2020,
Разблокированные  Unlocked,https://myshows.me/view/68038/,['catalogTableSubHeader'],,"['stars', '_0']",18,0%,1,2020,
Суд Крисси  Chrissy's Court,https://myshows.me/view/65980/,['catalogTableSubHeader'],,"['stars', '_3']",18,0%,1,2020,
Cup of Joe  ,https://myshows.me/view/66559/,['catalogTableSubHeader'],,"['stars', '_4']",18,0%,1,2020,
Nikki Fre$h  ,https://myshows.me/view/66343/,['catalogTableSubHeader'],,"['stars', '_2']",18,0%,1,2020,
Секс по соседству   Sex Next Door,https://myshows.me/view/69022/,['catalogTableSubHeader'],,"['stars', '_3']",17,0%,1,2020,
Призрачный бегун  Ghost Runner,https://myshows.me/view/69363/,['catalogTableSubHeader'],,"['stars', '_4']",16,0%,1,2020,
Свирепые королевы  Fierce Queens,https://myshows.me/view/66326/,['catalogTableSubHeader'],,"['stars', '_3']",16,0%,1,2020,
Лучшие дни  Better Days,https://myshows.me/view/70931/,['catalogTableSubHeader'],,"['stars', '_4']",15,0%,1,2020,
По соседству с Перл  Pearl Next Door,https://myshows.me/view/70176/,['catalogTableSubHeader'],,"['stars', '_4']",15,0%,1,2020,
Сожаление  Afsos,https://myshows.me/view/66306/,['catalogTableSubHeader'],,"['stars', '_4']",14,0%,1,2020,
Плоть   Flesh,https://myshows.me/view/69401/,['catalogTableSubHeader'],,"['stars', '_3']",14,0%,1,2020,
Ein perfektes Verbrechen  ,https://myshows.me/view/69637/,['catalogTableSubHeader'],,"['stars', '_3']",14,0%,1,2020,
Железо точит железо  Iron Sharpens Iron,https://myshows.me/view/66564/,['catalogTableSubHeader'],,"['stars', '_2']",13,0%,1,2020,
Тёмный. Великий лжец  The Dark: The Great Deceiver,https://myshows.me/view/70632/,['catalogTableSubHeader'],,"['stars', '_3']",13,0%,1,2020,
Док Го Бин обновляется  Dok Go Bin is Updating,https://myshows.me/view/69585/,['catalogTableSubHeader'],,"['stars', '_4']",13,0%,1,2020,
Восемь   The Eight,https://myshows.me/view/67684/,['catalogTableSubHeader'],,"['stars', '_4']",12,0%,1,2020,
Любовь в Шанхае  Love Yourself,https://myshows.me/view/68797/,['catalogTableSubHeader'],,"['stars', '_3']",12,0%,1,2020,
Schulz Saves America  ,https://myshows.me/view/70955/,['catalogTableSubHeader'],,"['stars', '_4']",11,0%,1,2020,
Бойкот  Blackballed,https://myshows.me/view/66991/,['catalogTableSubHeader'],,"['stars', '_3']",10,0%,1,2020,
Подслащенная пилюля  Sugar Coating,https://myshows.me/view/70512/,['catalogTableSubHeader'],,"['stars', '_3']",10,0%,1,2020,
Вождь  Lakan,https://myshows.me/view/70326/,['catalogTableSubHeader'],,"['stars', '_4']",10,0%,1,2020,
Разобранное блюдо  Dishmantled,https://myshows.me/view/66345/,['catalogTableSubHeader'],,"['stars', '_2']",9,0%,1,2020,
Попробуй мамину еду с ОффГанами  OffGun Mommy Taste,https://myshows.me/view/70192/,['catalogTableSubHeader'],,"['stars', '_5']",9,0%,1,2020,
Любовь бой-бэнда  Boyband Love The Series,https://myshows.me/view/70485/,['catalogTableSubHeader'],,"['stars', '_4']",9,0%,1,2020,
Six Windows in the Desert  ,https://myshows.me/view/65730/,['catalogTableSubHeader'],,"['stars', '_3']",9,0%,1,2020,
Воронка памяти  Memory Hole,https://myshows.me/view/66553/,['catalogTableSubHeader'],,"['stars', '_2']",9,0%,1,2020,
&Music  ,https://myshows.me/view/66347/,['catalogTableSubHeader'],,"['stars', '_2']",8,0%,1,2020,
Стая  The Pack,https://myshows.me/view/70087/,['catalogTableSubHeader'],,"['stars', '_5']",8,0%,1,2020,
Сан-Патриньяно: спаситель не без греха  SanPa: Luci e tenebre di San Patrignano,https://myshows.me/view/71100/,['catalogTableSubHeader'],,"['stars', '_3']",8,0%,1,2020,
Анитта. Рождённая в Онориу  Anitta: Made in Honório,https://myshows.me/view/70935/,['catalogTableSubHeader'],,"['stars', '_2']",7,0%,1,2020,
Район чистой мелодрамы  Pure Melo District,https://myshows.me/view/70715/,['catalogTableSubHeader'],,"['stars', '_4']",7,0%,1,2020,
Floored  ,https://myshows.me/view/66750/,['catalogTableSubHeader'],,"['stars', '_2']",7,0%,1,2020,
Shape of Pasta  ,https://myshows.me/view/66550/,['catalogTableSubHeader'],,"['stars', '_4']",6,0%,1,2020,
